prompt,label
"LEFT id: 70
RIGHT id: 132

LEFT phone: 702/731 -7547
RIGHT phone: 702-791-7352

LEFT category: continental 70
RIGHT category: NA

LEFT title: palace court
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3400 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 666

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 393
RIGHT id: 308

LEFT phone: 404/266 -1600
RIGHT phone: 404-237-2700

LEFT category: continental 393
RIGHT category: NA

LEFT title: dante \ s down the hatch buckhead
RIGHT title: NA

LEFT address: 3380 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3434 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 90

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 431
RIGHT id: 125

LEFT phone: 702/733 -3111
RIGHT phone: 702-891-7374

LEFT category: ` coffee shops/diners ' 431
RIGHT category: NA

LEFT title: bugsy \ s diner
RIGHT title: NA

LEFT address: 3555 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 659

LEFT type: NA
RIGHT type: seafood
",n
"LEFT id: 112
RIGHT id: 89

LEFT phone: 212/228 -2200
RIGHT phone: 212-752-1495

LEFT category: mediterranean 191
RIGHT category: NA

LEFT title: bolo
RIGHT title: NA

LEFT address: 23 e. 22nd st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3 e. 52nd st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 623

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 433
RIGHT id: 288

LEFT phone: 702/731 -7547
RIGHT phone: 702-731-7110

LEFT category: ` coffee shops/diners ' 433
RIGHT category: NA

LEFT title: cafe roma
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3570 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 70

LEFT type: NA
RIGHT type: ` french ( new ) '
",n
"LEFT id: 33
RIGHT id: 264

LEFT phone: 212/758 -1479
RIGHT phone: 212-754-6272

LEFT category: italian 33
RIGHT category: NA

LEFT title: felidia
RIGHT title: NA

LEFT address: 243 e. 58th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 405 e. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 46

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 422
RIGHT id: 310

LEFT phone: 404/264 -1163
RIGHT phone: 404-351-9533

LEFT category: continental 422
RIGHT category: NA

LEFT title: tomtom
RIGHT title: NA

LEFT address: 3393 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 293-b peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 92

LEFT type: NA
RIGHT type: ` french ( new ) '
",n
"LEFT id: 263
RIGHT id: 77

LEFT phone: 212/489 -6565
RIGHT phone: 212-840-5000

LEFT category: american 261
RIGHT category: NA

LEFT title: hard rock cafe
RIGHT title: NA

LEFT address: 221 w. 57th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 228 w. 47th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 611

LEFT type: NA
RIGHT type: diners
",n
"LEFT id: 90
RIGHT id: 308

LEFT phone: 404/237 -2700
RIGHT phone: 404-237-2700

LEFT category: international 90
RIGHT category: NA

LEFT title: dining room ritz-carlton buckhead
RIGHT title: NA

LEFT address: 3434 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3434 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 90

LEFT type: NA
RIGHT type: ` american ( new ) '
",y
"LEFT id: 62
RIGHT id: 280

LEFT phone: 212/753 -1530
RIGHT phone: 212-753-1530

LEFT category: american 62
RIGHT category: NA

LEFT title: smith & wollensky
RIGHT title: NA

LEFT address: 201 e. 49th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 797 third ave.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 62

LEFT type: NA
RIGHT type: steakhouses
",y
"LEFT id: 306
RIGHT id: 324

LEFT phone: 212/838 -4343
RIGHT phone: 415-989-7154

LEFT category: american 305
RIGHT category: NA

LEFT title: matthew \ s
RIGHT title: NA

LEFT address: 1030 3rd ave. at 61st st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 648 bush st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 106

LEFT type: NA
RIGHT type: ` french ( new ) '
",n
"LEFT id: 119
RIGHT id: 207

LEFT phone: 310/451 -1655
RIGHT phone: 415-550-9213

LEFT category: mexican 116
RIGHT category: NA

LEFT title: border grill
RIGHT title: NA

LEFT address: 4th st. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2817 24th st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 742

LEFT type: NA
RIGHT type: mexican
",n
"LEFT id: 89
RIGHT id: 303

LEFT phone: 404/237 -2700
RIGHT phone: 404-231-1368

LEFT category: ` ext 6108 international ' 89
RIGHT category: NA

LEFT title: cafe ritz-carlton buckhead
RIGHT title: NA

LEFT address: 3434 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2637 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 85

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 524
RIGHT id: 326

LEFT phone: 415/346 -4430
RIGHT phone: 415-563-4755

LEFT category: italian 524
RIGHT category: NA

LEFT title: vivande porta via
RIGHT title: NA

LEFT address: 2125 fillmore st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3127 fillmore st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 108

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 54
RIGHT id: 272

LEFT phone: 212/260 -6660
RIGHT phone: 212-260-6660

LEFT category: seafood 54
RIGHT category: NA

LEFT title: pisces
RIGHT title: NA

LEFT address: 95 ave. a at 6th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 95 ave. a

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 54

LEFT type: NA
RIGHT type: seafood
",y
"LEFT id: 12
RIGHT id: 224

LEFT phone: 213/655 -8880
RIGHT phone: 213-857-0034

LEFT category: french 12
RIGHT category: NA

LEFT title: le chardonnay
RIGHT title: NA

LEFT address: 8284 melrose ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 6703 melrose ave.

LEFT city: NA
RIGHT city: los angeles

LEFT class: NA
RIGHT class: 6

LEFT type: NA
RIGHT type: californian
",n
"LEFT id: 197
RIGHT id: 262

LEFT phone: 212/688 -4190
RIGHT phone: 212-752-2225

LEFT category: italian 195
RIGHT category: NA

LEFT title: bruno
RIGHT title: NA

LEFT address: 240 e. 58th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 249 e. 50th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 44

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 46
RIGHT id: 278

LEFT phone: 212/754 -6272
RIGHT phone: 212-371-8844

LEFT category: american 46
RIGHT category: NA

LEFT title: march
RIGHT title: NA

LEFT address: 405 e. 58th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 155 e. 55th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 60

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 92
RIGHT id: 292

LEFT phone: 404/351 -9533
RIGHT phone: 404-261-8186

LEFT category: french 92
RIGHT category: NA

LEFT title: toulouse
RIGHT title: NA

LEFT address: b peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2355 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 74

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 452
RIGHT id: 287

LEFT phone: 702/794 -0700
RIGHT phone: 702-732-5651

LEFT category: ` steak houses ' 452
RIGHT category: NA

LEFT title: yolie \ s
RIGHT title: NA

LEFT address: 3900 paradise rd. las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3000 paradise rd.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 69

LEFT type: NA
RIGHT type: ` french bistro '
",n
"LEFT id: 67
RIGHT id: 128

LEFT phone: 702/733 -8899
RIGHT phone: 702-894-7111

LEFT category: asian 67
RIGHT category: NA

LEFT title: chin \ s
RIGHT title: NA

LEFT address: 3200 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3300 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 662

LEFT type: NA
RIGHT type: asian
",n
"LEFT id: 8
RIGHT id: 226

LEFT phone: 310/456 -0488
RIGHT phone: 310-456-0488

LEFT category: californian 8
RIGHT category: NA

LEFT title: granita
RIGHT title: NA

LEFT address: 23725 w. malibu rd. malibu
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 23725 w. malibu rd.

LEFT city: NA
RIGHT city: malibu

LEFT class: NA
RIGHT class: 8

LEFT type: NA
RIGHT type: californian
",y
"LEFT id: 11
RIGHT id: 229

LEFT phone: 310/652 -9770
RIGHT phone: 310-652-9770

LEFT category: french 11
RIGHT category: NA

LEFT title: l \  orangerie
RIGHT title: NA

LEFT address: 903 n. la cienega blvd. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 903 n. la cienega blvd.

LEFT city: NA
RIGHT city: w. hollywood

LEFT class: NA
RIGHT class: 11

LEFT type: NA
RIGHT type: ` french ( classic ) '
",y
"LEFT id: 81
RIGHT id: 299

LEFT phone: 404/352 -3517
RIGHT phone: 404-352-3517

LEFT category: american 81
RIGHT category: NA

LEFT title: georgia grille
RIGHT title: NA

LEFT address: 2290 peachtree rd. . peachtree square shopping center atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2290 peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 81

LEFT type: NA
RIGHT type: southwestern
",y
"LEFT id: 388
RIGHT id: 65

LEFT phone: 404/872 -7203
RIGHT phone: 310-545-5177

LEFT category: italian 388
RIGHT category: NA

LEFT title: camille \ s
RIGHT title: NA

LEFT address: 1186 n. highland ave. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1305 highland ave.

LEFT city: NA
RIGHT city: manhattan beach

LEFT class: NA
RIGHT class: 599

LEFT type: NA
RIGHT type: diners
",n
"LEFT id: 423
RIGHT id: 126

LEFT phone: 702/252 -7737
RIGHT phone: 702-252-7702

LEFT category: italian 423
RIGHT category: NA

LEFT title: antonio \ s
RIGHT title: NA

LEFT address: 3700 w. flamingo las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3700 w. flamingo rd.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 660

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 386
RIGHT id: 309

LEFT phone: 404/724 -0901
RIGHT phone: 404-659-0400

LEFT category: mediterranean 386
RIGHT category: NA

LEFT title: bistango
RIGHT title: NA

LEFT address: 1100 peachtree st. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 181 peachtree st.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 91

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 433
RIGHT id: 285

LEFT phone: 702/731 -7547
RIGHT phone: 702-733-8899

LEFT category: ` coffee shops/diners ' 433
RIGHT category: NA

LEFT title: cafe roma
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3200 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 67

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 448
RIGHT id: 130

LEFT phone: 702/732 -6330
RIGHT phone: 702-737-7111

LEFT category: ` coffee shops/diners ' 448
RIGHT category: NA

LEFT title: ralph \ s diner
RIGHT title: NA

LEFT address: 3000 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3595 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 664

LEFT type: NA
RIGHT type: continental
",n
"LEFT id: 479
RIGHT id: 246

LEFT phone: 415/362 -0641
RIGHT phone: 212-362-2200

LEFT category: ` greek and middle eastern ' 479
RIGHT category: NA

LEFT title: helmand
RIGHT title: NA

LEFT address: 430 broadway san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2450 broadway

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 28

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 446
RIGHT id: 130

LEFT phone: 702/791 -7111
RIGHT phone: 702-737-7111

LEFT category: asian 446
RIGHT category: NA

LEFT title: mikado
RIGHT title: NA

LEFT address: 3400 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3595 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 664

LEFT type: NA
RIGHT type: continental
",n
"LEFT id: 105
RIGHT id: 323

LEFT phone: 415/495 -5775
RIGHT phone: 415-495-5775

LEFT category: mediterranean 105
RIGHT category: NA

LEFT title: lulu
RIGHT title: NA

LEFT address: 816 folsom st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 816 folsom st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 105

LEFT type: NA
RIGHT type: mediterranean
",y
"LEFT id: 449
RIGHT id: 123

LEFT phone: 702/731 -7525
RIGHT phone: 702-894-7350

LEFT category: ` only in las vegas ' 449
RIGHT category: NA

LEFT title: the bacchanal
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3300 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 657

LEFT type: NA
RIGHT type: continental
",n
"LEFT id: 291
RIGHT id: 284

LEFT phone: 212/869 -0900
RIGHT phone: 212-921-9494

LEFT category: american 290
RIGHT category: NA

LEFT title: le marais
RIGHT title: NA

LEFT address: 150 w. 46th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 152 w. 44th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 66

LEFT type: NA
RIGHT type: bbq
",n
"LEFT id: 286
RIGHT id: 120

LEFT phone: 212/751 -2931
RIGHT phone: 212-475-0969

LEFT category: french 285
RIGHT category: NA

LEFT title: le chantilly
RIGHT title: NA

LEFT address: 106 e. 57th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 122 e. 17th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 654

LEFT type: NA
RIGHT type: japanese
",n
"LEFT id: 88
RIGHT id: 141

LEFT phone: 404/261 -3662
RIGHT phone: 404-233-5993

LEFT category: international 88
RIGHT category: NA

LEFT title: pano \ s and paul \ s
RIGHT title: NA

LEFT address: 1232 w. paces ferry rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 103 w. paces ferry rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 675

LEFT type: NA
RIGHT type: continental
",n
"LEFT id: 448
RIGHT id: 139

LEFT phone: 702/732 -6330
RIGHT phone: 702-739-4651

LEFT category: ` coffee shops/diners ' 448
RIGHT category: NA

LEFT title: ralph \ s diner
RIGHT title: NA

LEFT address: 3000 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3645 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 673

LEFT type: NA
RIGHT type: eclectic
",n
"LEFT id: 519
RIGHT id: 313

LEFT phone: 415/391 -2373
RIGHT phone: 415-956-9662

LEFT category: seafood 519
RIGHT category: NA

LEFT title: tadich grill
RIGHT title: NA

LEFT address: 240 california st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 252 california st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 95

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 510
RIGHT id: 327

LEFT phone: 415/346 -3486
RIGHT phone: 415-776-7825

LEFT category: asian 510
RIGHT category: NA

LEFT title: sanppo
RIGHT title: NA

LEFT address: 1702 post st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 545 post st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 109

LEFT type: NA
RIGHT type: californian
",n
"LEFT id: 10
RIGHT id: 228

LEFT phone: 213/665 -1891
RIGHT phone: 213-665-1891

LEFT category: asian 10
RIGHT category: NA

LEFT title: restaurant katsu
RIGHT title: NA

LEFT address: 1972 n. hillhurst ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1972 hillhurst ave.

LEFT city: NA
RIGHT city: los feliz

LEFT class: NA
RIGHT class: 10

LEFT type: NA
RIGHT type: japanese
",y
"LEFT id: 52
RIGHT id: 251

LEFT phone: 212/245 -2214
RIGHT phone: 212-758-1479

LEFT category: french 52
RIGHT category: NA

LEFT title: petrossian
RIGHT title: NA

LEFT address: 182 w. 58th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 243 e. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 33

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 532
RIGHT id: 187

LEFT phone: 415/552 -2522
RIGHT phone: 415-621-8579

LEFT category: mediterranean 532
RIGHT category: NA

LEFT title: zuni cafe & grill
RIGHT title: NA

LEFT address: 1658 market st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2298 market st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 722

LEFT type: NA
RIGHT type: californian
",n
"LEFT id: 104
RIGHT id: 211

LEFT phone: 415/776 -5577
RIGHT phone: 415-673-1101

LEFT category: french 104
RIGHT category: NA

LEFT title: la folie
RIGHT title: NA

LEFT address: 2316 polk st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1517 polk st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 746

LEFT type: NA
RIGHT type: seafood
",n
"LEFT id: 429
RIGHT id: 130

LEFT phone: 702/791 -7111
RIGHT phone: 702-737-7111

LEFT category: continental 429
RIGHT category: NA

LEFT title: bistro
RIGHT title: NA

LEFT address: 3400 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3595 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 664

LEFT type: NA
RIGHT type: continental
",n
"LEFT id: 66
RIGHT id: 260

LEFT phone: ' 212 / 921-9494 '
RIGHT phone: 212-484-5113

LEFT category: american 66
RIGHT category: NA

LEFT title: virgil \ s
RIGHT title: NA

LEFT address: 152 w. 44th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 155 w. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 42

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 66
RIGHT id: 270

LEFT phone: ' 212 / 921-9494 '
RIGHT phone: 212-245-2214

LEFT category: american 66
RIGHT category: NA

LEFT title: virgil \ s
RIGHT title: NA

LEFT address: 152 w. 44th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 182 w. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 52

LEFT type: NA
RIGHT type: russian
",n
"LEFT id: 379
RIGHT id: 181

LEFT phone: 404/876 -8532
RIGHT phone: 404-892-0193

LEFT category: international 379
RIGHT category: NA

LEFT title: abbey
RIGHT title: NA

LEFT address: 163 ponce de leon ave. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 774 ponce de leon ave. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 716

LEFT type: NA
RIGHT type: tex-mex
",n
"LEFT id: 91
RIGHT id: 170

LEFT phone: 404/659 -0400
RIGHT phone: 404-577-4366

LEFT category: continental 91
RIGHT category: NA

LEFT title: restaurant ritz-carlton atlanta
RIGHT title: NA

LEFT address: 181 peachtree st. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 303 peachtree st. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 704

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 427
RIGHT id: 140

LEFT phone: 702/735 -4663
RIGHT phone: 702-891-7331

LEFT category: italian 427
RIGHT category: NA

LEFT title: bertolini \ s
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 674

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 150
RIGHT id: 91

LEFT phone: 213/628 -6717
RIGHT phone: 212-941-7994

LEFT category: asian 147
RIGHT category: NA

LEFT title: mon kee seafood restaurant
RIGHT title: NA

LEFT address: 679 n. spring st. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 32 spring st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 625

LEFT type: NA
RIGHT type: pizza
",n
"LEFT id: 43
RIGHT id: 251

LEFT phone: 212/339 -6719
RIGHT phone: 212-758-1479

LEFT category: american 43
RIGHT category: NA

LEFT title: lespinasse
RIGHT title: NA

LEFT address: 2 e. 55th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 243 e. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 33

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 159
RIGHT id: 219

LEFT phone: 818/784 -4400
RIGHT phone: 818-762-1221

LEFT category: italian 156
RIGHT category: NA

LEFT title: posto
RIGHT title: NA

LEFT address: 14928 ventura blvd. sherman oaks
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 12224 ventura blvd.

LEFT city: NA
RIGHT city: studio city

LEFT class: NA
RIGHT class: 1

LEFT type: NA
RIGHT type: delis
",n
"LEFT id: 92
RIGHT id: 307

LEFT phone: 404/351 -9533
RIGHT phone: 404-237-2700

LEFT category: french 92
RIGHT category: NA

LEFT title: toulouse
RIGHT title: NA

LEFT address: b peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3434 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 89

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 76
RIGHT id: 55

LEFT phone: 404/237 -2663
RIGHT phone: 310-828-7937

LEFT category: american 76
RIGHT category: NA

LEFT title: bone \ s
RIGHT title: NA

LEFT address: 3130 piedmont road atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2901 pico blvd.

LEFT city: NA
RIGHT city: santa monica

LEFT class: NA
RIGHT class: 589

LEFT type: NA
RIGHT type: diners
",n
"LEFT id: 15
RIGHT id: 34

LEFT phone: 310/550 -8811
RIGHT phone: 310-470-4992

LEFT category: american 15
RIGHT category: NA

LEFT title: the palm
RIGHT title: NA

LEFT address: 9001 santa monica blvd. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 10506 little santa monica blvd.

LEFT city: NA
RIGHT city: century city

LEFT class: NA
RIGHT class: 568

LEFT type: NA
RIGHT type: ` french ( new ) '
",n
"LEFT id: 292
RIGHT id: 252

LEFT phone: 212/755 -6244
RIGHT phone: 212-754-9494

LEFT category: french 291
RIGHT category: NA

LEFT title: le perigord
RIGHT title: NA

LEFT address: 405 e. 52nd st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 99 e. 52nd st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 34

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 24
RIGHT id: 242

LEFT phone: 212/307 -7311
RIGHT phone: 212-307-7311

LEFT category: continental 24
RIGHT category: NA

LEFT title: aquavit
RIGHT title: NA

LEFT address: 13 w. 54th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 13 w. 54th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 24

LEFT type: NA
RIGHT type: scandinavian
",y
"LEFT id: 429
RIGHT id: 286

LEFT phone: 702/791 -7111
RIGHT phone: 702-891-7349

LEFT category: continental 429
RIGHT category: NA

LEFT title: bistro
RIGHT title: NA

LEFT address: 3400 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 68

LEFT type: NA
RIGHT type: southwestern
",n
"LEFT id: 18
RIGHT id: 61

LEFT phone: 818/990 -0500
RIGHT phone: 818-508-7017

LEFT category: french 18
RIGHT category: NA

LEFT title: pinot bistro
RIGHT title: NA

LEFT address: 12969 ventura blvd. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 11288 ventura blvd.

LEFT city: NA
RIGHT city: studio city

LEFT class: NA
RIGHT class: 595

LEFT type: NA
RIGHT type: japanese
",n
"LEFT id: 435
RIGHT id: 124

LEFT phone: 702/252 -7777
RIGHT phone: 702-252-7697

LEFT category: buffets 435
RIGHT category: NA

LEFT title: carnival world
RIGHT title: NA

LEFT address: 3700 w. flamingo rd. las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3700 w. flamingo rd.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 658

LEFT type: NA
RIGHT type: seafood
",n
"LEFT id: 7
RIGHT id: 225

LEFT phone: 213/848 -6677
RIGHT phone: 213-848-6677

LEFT category: american 7
RIGHT category: NA

LEFT title: fenix
RIGHT title: NA

LEFT address: 8358 sunset blvd. west hollywood
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 8358 sunset blvd.

LEFT city: NA
RIGHT city: w. hollywood

LEFT class: NA
RIGHT class: 7

LEFT type: NA
RIGHT type: ` french ( new ) '
",y
"LEFT id: 452
RIGHT id: 55

LEFT phone: 702/794 -0700
RIGHT phone: 310-828-7937

LEFT category: ` steak houses ' 452
RIGHT category: NA

LEFT title: yolie \ s
RIGHT title: NA

LEFT address: 3900 paradise rd. las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2901 pico blvd.

LEFT city: NA
RIGHT city: santa monica

LEFT class: NA
RIGHT class: 589

LEFT type: NA
RIGHT type: diners
",n
